claim_id	entity	context
Q45819-D74C6C49-5F74-4090-87EF-EFAF2BE9CB2D	Corona Baratech C. E.	Para Navarra se ha utilizado sobre todo C. E. Corona Baratech, Toponimia navarra en la Edad Media, prólogo de F. Yndu
Q45826-65D7A10A-6020-4029-8217-65F02249DDAD	Couceiro Freijomil A.	(A. Couceiro Freijomil, El idioma gallego, 114),d Gerrinke por Gernika (como Zorrontza por Zornotza) no es más que la evitación por metátesis de un grupo consonántico poco frecuente, y casi todos los demás (como los que cita Gavele de emain por emanen, etc.
Q45841-472176DB-441B-40DD-AB29-A3E8CE5CED74	Curcio Quinto	Pedro de Urlija y don Juan de Zandija» sobre la predicación en lengua vasca con las traducciones de trozos oratorios latinos, tomados de Cicerón, Q. Curcio, T. Livio, Salustio y Tácito.
Q45846-BDB85D5C-8F29-4D38-A1E6-7E3E7BD9208C	Cuzacq R.	Véase René Cuzacq, Études basques, Saint-Sever 1936, p. 17. 12 Agradezco aquí a don Carlos Menaya, don José de Aguerre, don Manuel de Lecuona y a la señorita Victoria Echeberría los datos que me han facilitado.
Q45869-0A498C9E-0B20-4DC9-911E-608A53D38DDA	Davies O.	d Davies, Roman mines in Europe, Oxford 1935 y a J.
Q45855-FBDDE641-C579-4210-B21E-F4D571903681	Dalí S.	—Picasso eta Dalíz zerbait? —Lelo bat du jendeak beti, ea nor den gehiago.
Q45855-FBDDE641-C579-4210-B21E-F4D571903681	Dalí S.	Picasso, gainera, pintatzailea da eta Dalí dibujogile on-on bat, begiak beti dauzkana argi, nondik aterako zer edo zer.
Q45855-FBDDE641-C579-4210-B21E-F4D571903681	Dalí S.	Ez, ordea, Dalí: gaiari itsasten zaio hau, gaiak bizi du.
Q45880-46E9D804-1DCB-4C57-924C-F2DB65206866	Dechepare B.	Sin estar en disposición de afirmarlo con toda seguridad, creo que la prueba documental hablaría, por el contrario, en favor de las formas con p. Sin contar a Dechepare y Liçarrague, aparece chipi en Garibay, en los Refranes y Sentencias y en el texto vasco del «Paraninfo celeste» del P. Luzuriaga.
Q45880-72527B21-408E-4550-8FD0-74B45B956692	Dechepare B.	osagarri «salud» (que se encuentra también en Dechepare y Oihenart) parecen indicar que osatu, vizc.
Q45880-80D05D26-4EA7-49C1-8513-E281945D33EF	Dechepare B.	Sus reimpresiones de textos antiguos, para los cuales no ahorró esfuerzo ni sacrificios —ediciones facsímile del Dechepare, del Gvero, de las obras de Oihenart;
Q45880-AEBA3ADF-F1B3-4B5A-B0B9-47D3C21057AB	Dechepare B.	La observación de D. Julio de Urquijo de que gudu es voz arcaica no es evidentemente pertinente en este contexto: aunque no figure ni en Dechepare —acaso por casualidad— ni en el vocabulario de Landuchio, la coincidencia de Leiçarraga y de los Refranes vizcaínos en el siglo XVI es suficiente, aunque faltaran otras pruebas que por el contrario abundan, para pensar que en otro tiempo pudo ser completamente popular, como lo prueba el gran número de derivados, y común a todo el país.
Q45880-B4A9381A-9BF7-42F0-8255-CB21A9F40701	Dechepare B.	Por ejemplo, más de 500 años antes de Dechepare, en 1025, aparece Naffarrate en Álava, actual Nafarrate, y nafar «navarro» y Nafarroa «Navarra» han debido ser formas comunes a juzgar por los textos antiguos.
Q47850-6AE236CC-F382-4C01-8CE0-0A06D41C1A43	Vázquez de Parga L.	Blas Taracena y Luis Vázquez de Parga, Excavaciones en Navarra, Pamplona 1947, I), se limitan a transcribir los datos de Altadill, sin más comentario que un (!) a su mención del puente romano de Reparacea.
Q47851-2D06316D-F8AD-45D7-AF3B-8097C7BCC0DF	Vázquez Díaz D.	Vázquez Díaz ez da hemengoa, baina ez du inork nere iritziz euskal lurraldea hobeki pintatu.
Q47868-114843F2-26FC-41CC-BD60-41B8BEFB9655	Verlaine P.	Ez zituen alferrik hain maite Dickens, Dostoievsky eta Verlaine. Iparraldeko gizon hezea zen: Hegoalde lehorrak ez zuen gehiegi kilikatzen.
Q47891-C788FACE-F3E8-4CE2-BC99-EB48290E8658	Villasante L.	El P. Villasante escribía no hace mucho (Euskera 1, 1956, p. 15),a a propósito de una obra anterior del P. Mancisidor, que ésta había recibido del público de habla vasca «una acogida de favor», al paso que había sido juzgada bastante desfavorablemente por «el círculo de aficionados o de profesionales de nuestra literatura».
Q47891-C788FACE-F3E8-4CE2-BC99-EB48290E8658	Villasante L.	a «Comunicación del P. Villasante sobre la réplica del Sr.
Q47891-F8F6C8E3-B420-4C65-AF1D-0BCD9CC03AF5	Villasante L.	Copio aquí por su interés lo que Añíbarro escribía a Moguel a fines del siglo XVIII después de leer el Peru Abarca del último, y cuyo conocimiento debo a la amistad del P. Luis Villasante: «Cada vez achica Vmd.
Q47895-479E18C7-8DA5-4265-8808-F9A97191CCD9	Vinson J.	Pues la verdad es que se da la circunstancia de que, siendo como es proverbial la escasez y carácter reciente de los textos vascos, éstos están lejos de haber sido debidamente publicados, a pesar de lo mucho que en este sentido se ha realizado por el príncipe Bonaparte, E. Spencer Dogdson, Vinson y Urquijo especialmente.
Q47895-BDEF4DBB-6D4E-46F9-AC27-F3A6A1191A6C	Vinson J.	Por otra parte, a diferencia de vascólogos posteriores como Vinson o don Julio de Urquijo, atendía mucho más a la lengua que a la literatura.
Q47905-52442E15-FB62-4D15-84B1-622F7142F99F	Vlad M.	Jantzi-soinekoak, etxe barrenak, Vladen musika, dena da eder baino ederragoa.
Q47920-08BC2336-061E-46A9-A0E6-96BDC1A35A90	Wagner R.	Mozart bai, Wagner ez;
Q47932-C9556A87-546D-4B77-B71D-17765ECD9A29	Welles O.	Jakitunek diotenez, eta jakitunen esanak entzun beharrekoak omen dira ezjakinonetatik urruti badabiltza ere, utzi dio oraingoan Bardemek apurren bat artean erakutsi nahi izaten zuen «kaligrafiari», hots, ikusleen harrimenerako Orson Wellesen antzera egiten zituen teknika-joko dotoreei.
Q47948-E33572CD-4CF9-4237-BC4A-450A40513574	Williams T.	Eta Tennessee Williamsen antzerkia ez da besterik.
Q46644-D3DCD2C8-2E02-4304-9539-5C0F4C29BFB0	Jud J.	Des spécialistes ont été consultés et l’attention qu’il porte aux realia fait honneur à l’école de J. Jud. La partie graphique du livre en porte témoignage.
Q46646-16001325-C2FC-479B-A6D4-321287DAC079	Julio César	El pueblo cree ser el sepulcro de la esposa de Julio César, fundado en que la voz Andrerreguia significa señora reina;
Q46647-67C46172-2E0A-4890-B864-DBBEBA59731C	Jullian C.	p. 102) cree que el camino de Pamplona a Oiasso tenía un ramal francés y considera muy probable la opinión de Camille Jullian quien creía que en la época imperial el territorio del Bidasoa español estuvo más ligado con Lapurdum (Bayona), donde según la Notitia dignitatum Imperii residía el tribuno de la cohorte Novempopulana, que con Pamplona y el país vascón.
Q46648-F4D067C6-18DE-4825-99D8-9632443F4D3F	Jungemann F. H.	LH, pp. 310-320. Reseña de Fredrick Jungemann, La teoría del sustrato y los dialectos hispano-romances y gascones, Madrid, Gredos, 1955.
Q46658-29466EF7-4A8D-4957-8771-DEC7BD9CC563	Kazan E.	Emakume gaixoaren etsibeharra Vivian Leighek adierazten digu: gidari, Elia Kazan. Horren ondoan, beste guztiak, Marlon Brando bera ere, ez dira laguntzaileak baizik.
Q46677-3402480D-7CB7-4ED5-81CA-A64ED6B1C753	Krahe H.	9 G. Rohlfs, «Sur une couche préromane dans la toponymie de Gascogne et de l’Espagne du Nord», RFE 36 (1952), 209-256. 10 H. Krahe, Ortsnamen als Geschichtsquelle, Heidelberg 1949, p. 10.
Q46678-2ABFFD50-B411-4FCC-A19B-21A7F810ED4A	Kramer S.	Bi izenek ekarri gintuzten zinera: egilea Stanley Kramer da, oraindik bere eskuko omen delakoa, eta zuzen
Q46678-4D6574C8-A86F-4D68-9EE6-9D69FE438A84	Kramer S.	Ipar Ameriketako zinemaz zerbait dakitenek —etxe aurre zuritua baino barrenagoko zerbait, alegia— badakite Stanley Kramer dela oraindik, hiru edo lau lagunekin, zerbait esan nahi luketenetakoa, noizik behin behintzat.
Q46700-12CA8047-6770-4E9F-A567-BA9A19A92764	Lacarra J. M.ª	Gogoan daukat, gainera, Lacarra jaunarena, begiak zabaldu baitzizkidan gai askori buruz.
Q46700-55854520-39E5-4062-A1C2-5C37C64606A0	Lacarra J. M.ª	a Lacarra.c Valdría la pena de intentar una comprobación exhaustiva de testimonios antiguos.
Q46920-07EAD158-81FA-4539-9081-D90B23CFD9F4	Maeztu R.	Non aurki besterik? Bigarren gisa, Maezturena.
Q46933-35E2A4C6-99FA-43DA-9F35-F5A285194C65	Mancisidor I. M.ª	Este libro constituye el principal homenaje de la lengua vasca a nuestro San Ignacio en el Cuarto Centenario de su muerte, y al mismo tiempo un señalado servicio, uno más de los prestados por el P. Mancisidor a nuestra lengua.
Q46933-35E2A4C6-99FA-43DA-9F35-F5A285194C65	Mancisidor I. M.ª	1956, p. 15),a a propósito de una obra anterior del P. Mancisidor, que ésta había recibido del público de habla vasca «una acogida de favor», al paso que había sido juzgada bastante desfavorablemente por «el círculo de aficionados o de profesionales de nuestra literatura».
Q46933-35E2A4C6-99FA-43DA-9F35-F5A285194C65	Mancisidor I. M.ª	El P. Mancisidor posee en grado notable algunas de las cualidades que más estimo en un escritor: es un narrador ágil y desembarazado, y su prosa es clara, directa y, sobre todo, natural, cualidad esta última que, no sé bien por qué, parecemos haber dejado de apreciar.
Q46942-9438182A-2411-401A-9F30-0C04A81F4F57	Mann D.	Eskerrak zor dizkiogu, beraz, Delbert Manni, besterik ez bada ere hemengo sukaldeen antzeko bat edo beste han ere gelditzen dela erakutsi digulako.
Q46960-A4EFF7AF-5E99-414E-84E6-15C0D1D97910	Marca P. de	Tuvieron defensores, generalmente interesados, Orio (Marca, que quería llevar al Urumea la frontera de las Galias), San Sebastián (Camino),4 Rentería (Gamón) y Fuenterrabía (Moret).
Q46961-276776E0-B414-468F-B4AB-1898A66DD51A	March A.	Hainbeste izen dira! Martorellen Tirant lo Blanch, Ausias March, oraingoetan Joan Fuster.
Q46975-D4BC79B1-AC75-4341-B2DD-4597090659DB	Marr N. J.	emakume y ciertos compuestos georgianos fue ya señalada por N. Marr («Origine japhétique de la langue basque», p. 231),n que en esta ocasión se atuvo estrictamente a los hechos: «L’idée “femme” dans les langues japhétiques est exprimée par le mot composé “enfant-femelle”, littéralement “femelleenfant” (kal-i-švil-i en géorgien) et nous avons la même chose dans le basque ema-kume.
Q46988-4825C029-F742-473F-BA3A-C106137897E3	Martinet A.	Adaptando a nuestro caso una explicación de A. Martinet sobre la frecuencia de fr.
Q46988-6D403405-6AE0-4C3E-927C-3A2FBF990799	Martinet A.	La teoría del sustrato, es decir la explicación de algunas modalidades de lenguas que como el latín han desplazado a otras por rasgos de la lengua que han sustituido, ha nacido, como dice A. Martinet, de la natural curiosidad humana que difícilmente puede conformarse con la mera descripción de los hechos sin indagar las causas.
Q46348-2D83AD20-C8AD-4D20-A03F-EB89DD2FD50B	Grandgent C. H.	4 C. H. Grandgent, Introducción al latín vulgar, Madrid 1928, p. 113. 5 F. A[rocena], «El apellido Maiz, su origen y posible etimología», BAP 3 (1947), 384-385. 6 Bouda relaciona ostu con oste «‘partie derrière’ et b-uzt-an ‘queue’ de iztdans iztondo, etc.
Q46381-5CC06316-E644-4B66-AD5F-A91F89401886	Guitry S.	Sacha Guitry, dirudienez, «Napoleon» zinemaratu beharrean aurkitu da berak Talleyrand izan nahi zuelako.
Q46381-EC2A1D0C-744D-4166-8897-0CA32BCB6AFA	Guitry S.	Sacha Guitry zenaren film bat ikustea ez da, neretzat behinik behin, poz-atseginez egin daitekeen egitekoa.
Q46381-EC2A1D0C-744D-4166-8897-0CA32BCB6AFA	Guitry S.	Hilkizunetan izaten dira zenbait txolarte alai —adiskide artean, hildakoaz ahazturik, egiten diren berriketak eta—, eta Sacha Guitry zena ere, goian bego, saiatu da aldiz-aldiz ikuslearen zama arintzen.
Q46381-EC2A1D0C-744D-4166-8897-0CA32BCB6AFA	Guitry S.	Sacha Guitryk gaingiroki eskuztatzen duen irudi-liburutik gogoan gelditzen dira bat edo beste, egoera, ibilera edo janzkera —gainaldea beti ere— dela bide: Claudette Colbert-Mme.
Q46434-8C3BA81D-CB72-4421-9C57-821991569D77	Hecht H.	Antzezlariez gainera, Hecht-Lancasterek egina da, eta Carol Reedek moldatua.
Q46473-11F4BC32-CB3F-4503-9454-A2C0F60DAF49	Hidacio	J. Caro Baroja49 recordaba, a propósito de las casas-torres vascas, las referencias de los autores clásicos «a turres» y «castella» que servían de centro y refugio a una «unidad social», en la Hispania antigua, así como los «castella» a que alude Hidacio: «Con las agitaciones constantes de los siglos IV y V tales castella, tales turres hubieron de multiplicarse».
Q46492-61CA2B71-3466-44F8-9C23-B96C30D1AD05	Holden W.	Antzezlariak, oso trebe: William Holden, hainbeste aldiz (Union Station, Sunset Boulevard, Sabrina) erakutsi duena baduela aurpegi polita baino gehiago balio duenik, Rosalind Russell, eta gainerakoak.
Q46496-8FAA8D14-6A9E-429E-A557-F9F14DD84732	Holmer N. M.	Este problema interesó a N. M. Holmer quien propuso una solución muy interesante que puede perfectamente ser correcta (BAP 6, 1950, p. 411):e3«Se trata muy a menudo de elementos indígenas que revelan una más o menos completa semejanza con elementos latinos o románicos y que por eso se consideraban muchas veces como préstamos de estas lenguas.
Q46496-A673A458-4D91-470F-A35C-B4B30575AFFF	Holmer N. M.	3 Recientemente se expresa también en este sentido Nils M. Holmer, «Las relaciones vasco-celtas desde el punto de vista lingüístico», BAP 6 (1950), 399-416, p. 403: «La calidad de la vocal inicial así como el sufijo derivativo (-ino-?) habla en favor de una formación románica, y sin duda alguna valdría la pena de buscar formas análogas en los dialectos pirenaicos».
Q46498-0AACA7B9-F65A-4962-9CC6-A6C051231A80	Homero	Honako liburu honen iruzkina: [Homero], Iliasena (Iliada euzkeraz), eusk.
Q46503-9B33FBF7-6C97-4D22-A51A-A0A5B0129543	Howard L.	Duela zenbait urte —ez hainbeste, horratik— bestea ikusi genuenok —Norma Shearer eta Leslie Howardena, eta John Barrymoreren Mercutio— badugu halare zalantza bat.
Q46515-76D5C1F2-EC59-4F0F-9CD2-B73618EE7FE2	Hubschmid J.	Con el título general Toponimia vasca se han venido publicando sus datos clasificados en distintos apartados en este Boletín, al cual ha honrado con su colaboración desde 1951. Del valor de estos materiales, desgraciadamente no publicados aún en su totalidad, da fe la frecuencia con que han sido utilizados en otros trabajos, no sólo por investigadores del país, sino también por lingüistas mundialmente conocidos como el doctor J. Hubschmid. No tuve la suerte de conocer personalmente a don Pedro de Zabala: mis no frecuentes desplazamientos a Vergara o a Vitoria no coincidieron nunca con sus estancias alternativas en una de am
Q46520-580CB8CA-F7A6-44A4-BAB7-0B625DB41D9B	Humboldt W. von	Me refiero naturalmente a las tentativas iniciadas hacia 1800 por G. de Humboldt y J. Antonio Moguel para ilustrar la prehistoria, no sólo en la Península, sino también en buena parte del Sur y Occidente de Europa.
Q46520-580CB8CA-F7A6-44A4-BAB7-0B625DB41D9B	Humboldt W. von	2 W. von Humboldt, Prüfung der Untersuchungen über die Urbewohner Hispaniens vermittelst der vaskischen Sprache, Berlín 1821. J. A. Moguel, La Historia y Geografía de España ilustradas por el idioma vascuence, Bermeo 1936. A pesar de lo tardío de la publicación de esta última obra, preparada por el Dr.
Q46529-5F1624A8-3C79-4992-9BB6-9B31B883DD08	Ibargüen Cachopín (crónica)	Los primeros textos vascos extensos no son anteriores, como ya he indicado, al siglo XVI, aunque algunos cantares de los que nos han transmitido por ejemplo Garibay y la Crónica Ibargüen-Cachopín han sido ciertamente compuestos antes de 1500. Sería, sin embargo, erróneo creer que más arriba de esa fecha no tenemos nada, si se exceptúan datos aislados, como las dos frases vascas de las Glosas Emilianenses y el brevísimo vocabulario obra de un peregrino del siglo XII. No;
Q46549-123B0205-1F48-47F2-885C-413DC1F614F9	Iñarra J. L.	Las indagaciones que don José Luis de Iñarra, cura-arcipreste de Mondragón, ha tenido la amabilidad de hacer han dado hasta el momento un resultado negativo.
Q46562-873DDC51-32F9-4927-B260-DC93B58F1B39	Irazusta P.	Irazusta eta Toribio Altzaga.
Q46567-C4BFB819-1798-43BB-8ED3-F34FF7B3D2D8	Iribarren J. M.ª	a Iribarren, Vocabulario navarro,  Pamplona 1952 , s.
Q46571-0F7E158B-BBB7-4B83-B0B9-7B2EA8F2F232	Irigoyen A.	Sin embargo, del mismo modo que una familia no es en buena parte tal sino en la medida en que conserva la tradición, los usos y modos que han ido transmitiéndose de padres a hijos, y cuando se abandona esa tradición sin otro fin que el de estar al día, no se produce otra cosa que gentes sin ser ni consistencia, así nosotros, si abandonáramos o pusiéramos en peligro algo que nos viene de muchas generaciones atrás, algo que precisamente porque no se puede ver o tocar tiene un valor muy superior a cuanto de material pueda producir el hombre, cometeríamos, como decía ayer Irigoyen, una especie de suicidio colectivo, o por lo menos de automutilación.
Q46574-56CB3949-3C98-4D32-801F-CE91F805D80E	Iriondo J. L.	Iriondoren apaingarriak, azal eta barren, oraingoak eta nire gogorako biziro ederrak.
Q46598-C5849C3E-538C-4B3A-8A02-D9C97188E86A	Izaguirre R.	Iglesias de Santa María, San Sebastián y San Vicente», RIEV 26 (1935), 393-422, y ahora R. de Izaguirre, «Historia y toponimia donostiarras.
Q46614-4392ADB7-8B58-4C1C-9EBF-5DC6E50A8584	Jauregi Etxenagusia J. L. (‘Jautarkol’)	Lizardi zenaren denboran bi patroi omen ziren: Jauregi patroia eta Txirrita patroia.
Q46618-5652A61F-1D0B-4C19-8ACF-58F278E57103	Jaurgain J.	Hospitale et oratorium de Apate (año 1194), Apaytia (1253) (J. de Jaurgain, RIEV 7, 1913, pp. 417-418).
Q46624-908AF53F-6EAB-40A6-A9D1-B854C148E8B0	Jiménez de Rada R.	A su castillo se refiere muy probablemente el arzobispo Rodrigo Jiménez de Rada al enumerar las fortalezas que en 1200 se entregaron a Alfonso VIII. Sus ruinas se encuentran en el pico de Artxabaleta, el primero de la sierra de Aizkoate, a unos 190 m. de altura sobre el valle del Agaunza, en el lugar llamado Jentill-baratza.
Q46791-0C46A688-F5B3-4061-976D-FEDB13AAA5E2	Lejeune M.	Puede decirse, sin temor a generalizar demasiado, que cuantos nos interesamos por las lenguas hispánicas antiguas sentimos una profunda alegría al saber que estaba en prensa esta obra del profesor Lejeune y que hemos esperado impacientes su aparición.
Q46791-0C46A688-F5B3-4061-976D-FEDB13AAA5E2	Lejeune M.	La sagacidad con que el profesor Lejeune sabe buscar lo probable en el laberinto de las meras posibilidades hace que el libro, además de los resultados positivos que ofrece, tenga un alto valor como modelo y guía para cuantos quieran arriesgarse en territorios lingüísticos mal explorados.
Q46791-0C46A688-F5B3-4061-976D-FEDB13AAA5E2	Lejeune M.	LH, pp. 371-373. Reseña de Michel Lejeune, Celtiberica, Salamanca, Universidad de Salamanca, 1955 (Acta Salmanticensia, Filosofía y Letras, VII, 4).
Q46801-F23B6EE9-F6B2-47AE-9121-CDF88BF0E987	Leonard R. Z.	Hori sortzeko batu dira, ezkontzaz ala sasi-ezkontzaz ez dakigu, Italiako edertasuna —Gina Lollobrigida deritza— era Ipar Ameriketako trebetasuna, Robert Z. Leonard izenekoa, agi denean.
Q46810-DB43E825-B514-4B8B-9133-A940FFA23F70	Lessing G. E.	Lessing expresó sin duda algo profundamente humano cuando afirmó que prefería la búsqueda inacabable de la verdad a su segura posesión.
Q46818-4378F488-C85A-4782-BC0E-15BAF6B5274A	Lewis S.	Ez da, labur, Sinclair Lewisen Main street —eztena ere falta zaio—, baina badu guretzat gisa horretako zerbait.
Q46823-68C70E3F-AC44-41B9-AD05-086810E392BC	Lhande P.	Es cierto que contamos en este orden de cosas con un magnífico instrumento de trabajo, el gran Diccionario de D. Resurrección María de Azkue, al que en ciertos aspectos sirve de complemento el posterior del P. Lhande. Es increíble que un hombre solo haya podido reunir tal suma de datos tomados tanto de obras antiguas como del habla popular de las distintas regiones del país, y que todavía ese hombre haya contratado tiempo y fuerzas para acometer y llevar a buen término tantas otras obras de primer orden.
Q46823-6933F7F7-DA92-4070-AE18-EE8DE051286C	Lhande P.	Cependant, les sens additionnels que le dictionnaire du P. Lhande assigne au mot basque, et qui permettraient de penser à un sens ancien «vase en général», ont été tirés de lexicographes de réputation assez suspecte.
Q46835-FD6423E6-58F1-4514-92F7-97054D9B6AE4	Linschmann Th.	Llegó incluso a hacer personalmente el trabajo más humilde y penoso: él preparó, junto con Linschmann, la magnífica reedición de las obras de Leiçarraga, a la que puso un prólogo minucioso y perfecto.
Q46838-EF21BC51-9262-450D-AC56-725850AC8B67	Lizarraga J. (de Elcano)	6, 38, pasaje traducido por Lizarraga el de Elcano neurri bat ona, ta bete betea, ta kalkatuz mukuru gaingatu artaño;
Q46857-CC8CBC60-2A5A-488C-82B1-F9F0AA01019D	Logan J.	Joshua Logan zuzentzailearen alde, aski da gauzatxo bat esatea: «Cinemascope» delakoak, ohi ez bezala, gaiak berak eskatu duela dirudi.
Q46866-84CC405A-AFF2-4F6B-822B-D684AC7641FD	Lojendio J. M.	a Lojendio, publicado en Egan, 1954, 2-4, pp. 16-24.
Q46866-AD3FE7E8-62F1-4B27-BD80-F16E58C6F284	Lojendio J. M.	Bere jatorria J. M. Lojendiok argitu zigun Egan-en argitaratua izan den hitzaldi eder batean.
Q46867-2B732EC8-C5A3-4FF7-A702-E7822C7FEC08	Lollobrigida G.	Hori sortzeko batu dira, ezkontzaz ala sasi-ezkontzaz ez dakigu, Italiako edertasuna —Gina Lollobrigida deritza— era Ipar Ameriketako trebetasuna, Robert Z. Leonard izenekoa, agi denean.
Q46880-EA841F9D-6187-4507-9D1F-952F19221EC3	López Mendizabal I.	A finales del siglo pasado examinó el monte Isaac López Mendizábal, también de Tolosa: «Garibay relacionó el lugar de Beizama con los vestigios encontrados hacia Beondia, en lo alto de la montaña de Aldaba.
Q46885-29D4304B-25E0-47B5-AC6C-11151FEDEC68	Loti P.	Gure lurraldea inor gutxik bezala ikusi du, aurrenik: Pierre Loti eta, beste gisara, Lizardi kenduz gero, nor aldera lekioke? Orrialde luzeetan eman digu maitekiro gure lur barren eta itsas aldearen irudia, hain zehatz eta bizia.
Q46890-15E29E57-5A5F-472F-B0FE-F6ED9CF0626D	Luchaire A.	Hubo en el siglo pasado un historiador francés, Achille Luchaire, que se interesó por el vascuence.
Q46890-5A49A667-6474-40F2-9D4C-B8D70155E519	Luchaire A.	Sobre Aceari y el patronímico Aceariz en particular ya reunió abundante documentación navarra A. Luchaire, Revue de linguistique et de philologie comparée 14 (1881), p. 154,a2a partir del siglo X. Ese nombre, sea dicho inciden
Q46901-C2C6D760-9AB3-445F-9D34-147F0C036766	Luzuriaga J.	Sin estar en disposición de afirmarlo con toda seguridad, creo que la prueba documental hablaría, por el contrario, en favor de las formas con p. Sin contar a Dechepare y Liçarrague, aparece chipi en Garibay, en los Refranes y Sentencias y en el texto vasco del «Paraninfo celeste» del P. Luzuriaga. También encontramos un Domingo chipia en Irurçu en la «Onomástica vasca del siglo XIII» de J. M.
Q46915-7DBF8838-FFA3-41E8-9664-B159BC07F84B	Madariaga P.	Hay además, aparte de lo que se deduce de particularidades gráficas, testimonios absolutamente explícitos (Garibay y Madariaga) de que el
Q46916-1465462D-74B0-42E1-A324-3254E200C891	Madariaga S.	Madariagak nonbait dioenez, ba omen dute elkarren antza pixka bat gaurko bankuek XVI. mendeko Berberi-aldeko itsas-lapurrekin: batzuekin ala besteekin harremanetan hasten dena, nolanahi ere, arinago irteten omen da sartu den baino, diru gutxiagorekin alegia.
Q46916-D4A66A26-E4E8-49A3-91B9-D3F212E1EE83	Madariaga S.	Milango Corriere della Sera-n azaldu da, oraindik orain, Salvador de Madariagaren artikulu bat.
Q46918-D803B1D9-A2B1-4F81-9455-96EAECC8CE4B	Madoz P.	No obstante, la existencia de dos lugares Vispeira en las provincias de Pontevedra y La Coruña (v. Madoz) que suponen una forma antigua *Vesperia hace pensar que esa denominación, con su alusión a Occidente, pudo haberse repetido en las costas atlánticas (cf.
Q46322-A8480C9B-BFA9-49D9-9545-FEA31995A9CC	Gordiano II	23 En Ataun apareció un denario de Gordiano II (Imp[erator] M[arcus] Ant[onius] Gordianus Afr[icanus] Aug[ustus]).
Q46326-AC49F44F-EEAD-4CC2-84E5-1528AEF8A2C3	Gorosabel P.	6 P. de Gorosabeld, Diccionario chistórico-geográfico-descriptivo de los pueblos,
Q46344-ED4178CA-F329-4BEA-8AB4-EAADFD5828C6	Grammont M.	aspiración (v. también M. Grammont, Traité de phonétique, París
Q46002-2F520C65-D7DE-4EC7-981E-8028E0A76A17	Eleizalde L.	(L. de Eleizalde, RIEV 24, 1933, p. 287).
Q46047-CFBBB69E-A527-43F5-9DF2-67A1C7129523	Ernout A.	Ya en latín cumulus llegó a ser sinónimo de aceruus «montón», Ernout-Meillet, DELL s.
Q46067-D61E2B6A-6127-4E13-AB5E-64C6BDCF48DB	Estrabón	La referencia más antigua la encontramos en Estrabón (III, 4, 10, 161), donde el Oidasoûna de los códices ha sido corregido en Oiasô·na.
Q46082-D35C347C-1658-4578-80A6-357E724D39FF	Etxebarria J.	Haren dibujo sendo eta harrigarria! —Etxebarria eta Arteta? —Etxebarria, gogoko dut;
Q46107-746E6156-73AF-4DDE-BC6A-713313C20B47	Eys W. J. van	Laja, n. 1. En van Eys laxa-harri, etc.
Q46107-C973C68C-CA84-407E-BA42-678ECBC62B3B	Eys W. J. van	A pesar del apoyo, no incondicional ciertamente, que Uhlenbeck12ha prestado a la etimología propuesta por van Eys, quien veía en emakume un compuesto, del tipo ajrcejkako~ de ema(n) y (k)ume, o sea «dadora de niños», esta explicación no parece haber conseguido el asentimiento general.
Q46121-D57C8488-E126-4774-A139-4047119B6EBC	Faustina la Mayor	Entre las monedas del Museo Municipal de San Telmo, he podido encontrar, con esa indicación de procedencia, sólo cinco piezas de gran bronce (dos de Antonino Pío, una de Faustina la Mayor y dos de Cómodo).
Q46121-D57C8488-E126-4774-A139-4047119B6EBC	Faustina la Mayor	32 De las tres monedas de oro, de modelo mediano, dos eran de Adriano y una de Faustina la Mayor.
Q46124-D5B21C81-CF68-4C2A-BECF-F0A0314F61F7	Felipe II	Se podría aducir en apoyo de este punto de vista el hecho de que Oyarzun —y el territorio guipuzcoano hasta Pasajes, así como el navarro del Bidasoa— formó parte del obispado de Bayona hasta tiempos de Felipe II, si la cuestión de la fundación y límites antiguos de la diócesis labortana no constituyera un problema tan obscuro.
Q46127-DB759597-7CB9-4B9B-B93E-A23371818814	Fellini F.	Ansolak Felliniz dioenak txit arindu dit lana.
Q46127-DB759597-7CB9-4B9B-B93E-A23371818814	Fellini F.	a K. Ansola, F. Felliniren Il bidone-ren iruzkina, Egan 1957, 216-217.
Q46133-687370E2-9650-4CFF-AB89-026AB1B0A974	Fernández de Avilés A.	45 Cantabria y la guerra cantábrica como medio de averiguar el estado en que se encontraban las actuales provincias vascongadas en tiempo de Augusto, Tolosa 1899, p. 51. 46 B. Taracena Aguirre y A. Fernández de Avilés, Memoria sobre las excavacio
Q46139-9A0B8C6E-6789-48D0-AD82-8A00C51F3488	Fernando IV	El fuero, concedido por Alfonso VI en 1099, sólo es conocido en versiones tardías, la más antigua de las cuales es la confirmación de Fernando IV en 1298. En este ms.
Q46157-E84F2CE8-51F7-4A29-880B-4FD2C23C26C0	Floranes R.	Sanda Ili(a) «San Elías» (cueva, Oñate), hoy Sandailli (Floranes, op.
Q46149-C44C6C14-DDAD-4EE9-8457-6311842B1CBE	Fita F.	Entre los eruditos del país está muy extendida la idea, de la cual participó el P. Fita, de que su emplazamiento correspondía al barrio actual de Astigarribia, a orillas del Deva.
Q46172-B7E87DE7-3DBB-4F3F-9702-96CF77925D51	Fredegario	Vallis Subola en Fredegario (cf.
