lexeme,lemma,statement
L2352,alesagar,L2352-286DA7DF-BE38-4367-A92A-F79A733ACFC7
L2353,alesagarrondo,L2353-F1870050-351F-4459-A7BB-F8F74EA2CEF1
L2354,aletako,L2354-66D1DAE7-7669-49C6-ADC1-FEDCC9FF86C0
L2355,aletegi,L2355-6FC5C1ED-7C09-4CEC-9512-B08FD18708C1
L2356,aletoki,L2356-CBA7D59F-BF5F-4BEF-ACDA-7B6F67AE00A2
L2357,aletsu,L2357-9BD265D2-5BC9-4AF4-8CB4-B4CB54B8FC86
L2358,aletu,L2358-CC3A73E3-2A08-4B35-8443-751CE5BC3F07
L2359,aletxa,L2359-6942E940-2EC8-4D79-9578-22DB8701BFC7
L2360,aletxi,L2360-DE5AAB9B-E5E2-40A9-B6E7-BCA4B76EB52C
L2361,aletxo,L2361-E101C9BC-4B66-437B-92A0-A2F0DEDD0848
L2362,aletza,L2362-333116B2-B13C-4F92-856A-2D46B4FC26BE
L2363,aleun,L2363-84049BAD-F814-41FE-AA6F-81267BCE35DC
L2364,aleunka,L2364-A6A65137-E477-40F7-9348-978ADB83D8AB
L2365,alezta,L2365-B372A667-9FC6-4751-AEB8-290994433196
L2366,alfabeto,L2366-DA548A61-E7B0-4C4A-9F7C-279D180AAFF3
L2367,alfer,L2367-5D5DBD79-EE63-4128-9819-540B2B796252
L2368,alferiz,L2368-904478BD-4D2F-4686-A221-AAE30E99925D
L2369,alferkeria,L2369-CBB8B70D-3184-4088-83C1-7016A29FA734
L2370,alferketari,L2370-D6B37541-878E-4F82-B251-3C73C39B85A0
L2371,alferki,L2371-ECA9CCB8-8D06-4C5C-AF92-B85EACE4F69C
L2372,alferkiro,L2372-8A846A42-9E83-4FEE-A644-EB303C61F2BE
L2373,alferretaratu,L2373-00F92578-8A47-44D9-892C-121BAD0857AA
L2374,alferretsi,L2374-1226BCA8-FE76-437A-B7FD-5EF709820ECD
L2375,alferretxe,L2375-54EFB09D-AA2D-4046-91C3-2096EBDD9DD1
L2376,alferrikakotu,L2376-C9C80397-D855-4D40-A1D4-56A5589E6F6F
L2377,alferrontzi,L2377-7D0F7172-324E-4B8B-B3EF-683E66C55531
L2378,alfertasun,L2378-881293D7-A9D3-4511-A2FA-04B9E401CE0D
L2379,alferti,L2379-B9D71D56-BA23-444E-91DF-31E7305E0BC1
L2380,alfertsuan,L2380-45F0F8AB-BF6A-41B4-8BB2-9678C51EE3ED
L2381,alfertu,L2381-0F6E4461-35E4-4EBB-A371-7BB11E56AE50
L2382,alfertxo,L2382-77F7AE69-9E51-40AE-84FD-E03B772217F2
L2383,alfertzar,L2383-F3F1E409-9FBE-4DC9-94BD-C9AAEC9F811B
L2384,alga,L2384-712A5026-DCD3-439F-9C39-7E267906B94B
L2385,algadoi,L2385-DE3E14B7-9A63-4AC1-90B4-F8628CA71F1A
L2386,halgai,L2386-843C3E65-7B9F-4812-A70D-4840F62C3BAE
L2387,algain,L2387-3EF1B448-166A-4CAD-A775-7731EE084197
L2388,algar,L2388-18FA3447-4A93-4F96-9402-27E4AD606175
L2389,algara,L2389-06B304AA-B004-44F4-B591-14BCE5B5219A
L2390,algaraka,L2390-BF4677C0-79D8-4A2C-813D-1E0F4DA4FDD6
L2391,algaratzar,L2391-B9E0582D-9B30-45D0-8754-42DB23EA50D8
L2392,algo,L2392-FA7E5897-51DC-44EB-953E-72F5D3FFD1F7
L2393,algodoi,L2393-63AF3C55-51DB-4D6B-A8B8-48EE8FAFAEBE
L2394,alguazil,L2394-741DBA36-A98E-4541-BB47-16798EA5D8B3
L2395,ali,L2395-150DF076-60CA-46BB-AA54-ABC0E90269D8
L2396,aliaitza,L2396-021742E6-230F-4730-8CAE-799BCBB8EC63
L2397,aliantza,L2397-4FEBCD8D-6811-45CD-87A5-E16D27167676
L2398,aliatu,L2398-85F239C3-0A96-4B28-9F40-EE7BB87FB93A
L2399,aliaua,L2399-324C0097-7B17-4A90-AE11-3BA6A9F8427E
L2400,haliko,L2400-7F85C263-A502-40E9-96FB-2303A25E6A03
L2401,alimale,L2401-DA920BF6-E1C8-4649-926D-5BE370E2A3BB
L2402,alimaleki,L2402-9891E4E2-387C-404F-9A22-9E5CB4AE07F0
L2403,alimentatu,L2403-F062CBF1-00E8-4A1F-A507-094F4FE47190
L2404,alimentu,L2404-36664361-0667-4495-9236-E8174876730F
L2405,alimo,L2405-428F69E6-661E-4DAE-941C-CB75F03694B7
L2406,alixa,L2406-9B8F6A90-42A4-43CB-B301-A4CE022A7334
L2407,aljebra,L2407-54E1E121-D72B-4E9B-814C-B8F5AA1B28A3
L2408,alkabuz,L2408-35B3B9E6-7F33-4A03-959C-FC48C168F67A
L2409,alkandora,L2409-5DA37AAD-615B-49B6-97A5-93F3926DA053
L2410,alkandoratxo,L2410-6F829794-2D39-4923-B075-2D122F4E2B10
L2411,alkandoratzar,L2411-3659ADFE-36AB-4E10-9041-78FE5A18F2B0
L2412,alkanduz,L2412-3EB122A6-5D88-4D2B-BCF8-88E9B901F466
L2413,alkanfor,L2413-9109DC2B-A9F0-43CF-A736-5F69E0D5FDA8
L2414,alkanforatu,L2414-7BDF4FFC-5D50-4C5B-805D-203533BD1D6D
L2415,alkantzatu,L2415-04655D12-5294-475D-AB6B-F617A8F8A082
L2416,alkar,L2416-17786EAC-1521-44DD-85CB-359D39B47312
L2417,alkarabea,L2417-ECD1BCD9-EC23-4C8F-B16A-D3826425A5CF
L2418,alkate,L2418-1A23D383-96BE-4CA5-BFF9-22EBDCE1C2BB
L2419,alkategai,L2419-49005F10-6AC0-40C8-BC76-D1BAD65D1852
L2420,alkatekuntza,L2420-EB398E1C-6BE9-4AAE-9141-95B070632D91
L2421,alkatelagun,L2421-BDF757C2-F2C1-415E-9057-C487A5159467
L2422,alkateordeko,L2422-02F7E8D8-DAE4-4872-BC1D-99D03C44FA61
L2423,alkaterna,L2423-7715D258-A2F6-4B76-ACB1-1C62B9ABC1F0
L2424,alkaternatu,L2424-6DC4031E-5594-4A29-940B-1767E6C5C184
L2425,alkaternaztatu,L2425-BAB4A444-CCED-4B5B-AAE0-8DBE8ECC725F
L2426,alkatetxo,L2426-DB5EC253-056F-4B04-B2E7-8AD75300705F
L2427,alkatetza,L2427-E72BEBC1-32DE-467E-97B0-BCE1E0DC3019
L2428,alkatina,L2428-41301EDE-B273-40C9-9926-9E81B1458B84
L2429,alke,L2429-0A48F41A-A42C-4FF8-8278-3C6BDFE986C5
L2430,alki,L2430-F8D3B61C-88C0-450F-9E37-07FAFA4D2A65
L2431,alkiñe,L2431-87F8440F-C287-4CB7-B097-059F7648485A
L2432,alkioitz,L2432-2C55A167-85DA-452E-A075-174500286F46
L2433,alkitxa,L2433-51926E54-7CE9-40E2-BBD0-D440080F28CE
L2434,alko,L2434-0550C13F-E272-45BC-BC67-3D8E8792FB14
L2735,amarleko,L2735-67A645DE-BEBC-41D1-ABD2-B17201588E81
L2736,hamarna,L2736-07F017D2-1C9A-4DF9-BEB3-1ECEF1DA5A23
L2737,amarra,L2737-0D7E0C87-ABB6-4D0C-996C-D21C85B22B36
L2738,amarradura,L2738-49221F6A-B659-437E-8B3A-CF36346D2573
L2739,amarratu,L2739-6A35F69D-9CA8-4379-870B-BC5563E4DF91
L2740,amarratz,L2740-9C7BF43E-5A05-411A-A9A2-5C378480586A
L2741,hamarreko,L2741-8876C70B-C5FF-492F-8B50-1F8D7FA6108E
L2742,hamarren,L2742-3C935C6B-FD64-4E0E-9049-947903AFC5AB
L2743,hamarrendegi,L2743-5DF4A34A-664C-4AD4-8FD1-B5D3B2138325
L2744,hamarrendu,L2744-611D6F74-B105-4BA9-89BE-BCE1F84B3AF1
L2745,hamarrendun,L2745-4D327509-6C1D-4F0D-9B78-8971742594BE
L2746,hamarretako,L2746-71AEC286-0D0E-4494-825B-77F4B62C1081
L2747,amarru,L2747-DBC5B8D0-CE1F-427E-84F0-5852CB30A6BD
L2748,amarruka,L2748-FEDFCB1A-2D85-4A32-BB7A-5861B3240D9F
L2749,amarrukeria,L2749-B5E8831A-D86E-4F20-81B1-AAC46E092A76
L2750,amarruki,L2750-B9EFDB06-5630-4707-A31E-BD851660CB4A
L2751,amarruti,L2751-0CEC512B-4B81-4576-9868-B327C4E28FE6
L2752,amarrutsu,L2752-19328751-A94C-4DFF-AAC3-685B1ED82849
L2753,amarruztatu,L2753-D2A23458-3635-4511-9F15-012A7DD614DA
L2754,hamartari,L2754-0DF7E6C6-4568-4BBB-A7F0-008E05A64608
L2755,hamartasun,L2755-FDD1F996-3DFD-4F1B-805F-423C8BAE2C24
L2756,hamarte,L2756-307CB9CA-1E05-4706-8C10-A674BA3947A0
L2757,amasa,L2757-C98F9BF8-55FD-46BD-8198-4DA8B6C2D41B
L2758,amasaba,L2758-588D624F-81AA-42E7-A3B4-647E3FE48128
L2759,amasabatu,L2759-CAB812AC-22AC-46BD-8199-F87E01514964
L2760,hamasei,L2760-9D92155E-38D0-413A-B024-FE1FD7CBBAFB
L2761,hamaseidun,L2761-A072EF22-8136-41FC-AC53-E628E486D617
L2762,hamaseigarren,L2762-B06F75D0-CD00-4CD9-ABAC-2A8B4FEC7028
L2763,hamaseiko,L2763-865CD3B1-7817-4FC5-A715-61BE97DBA038
L2764,hamaseina,L2764-F7EFA14F-5994-458D-9585-8C793DF3567C
L2765,amaso,L2765-5114521F-D7BB-4F97-A174-8FAFC3C7E8BE
L2766,amasotu,L2766-3F0E2215-8383-48AC-B2B4-D98940DBFF48
L2767,amastarrika,L2767-B36D9E6F-755B-4E9C-8A34-5D73A4E8B483
L2768,amatar,L2768-7E3C702C-117F-4C3D-9A05-61227859B865
L2769,amatarzungoa,L2769-F80C191D-212D-428C-BED9-34E43BF3D811
L2770,amatasun,L2770-D0F7FEF2-F3EB-4031-9D67-1911926228F1
L2771,amatatu,L2771-215DCAFE-0F51-483C-9789-F206733E350A
L2772,amatatuezingarri,L2772-1F7335E1-584D-497F-A23D-DD5957266716
L2773,amatatzaile,L2773-75292163-285D-4C6A-99F9-08F8C0F10152
L2774,amatiar,L2774-5997550F-7AE5-4B9E-A44C-A5DC35F87C23
L2775,amatigarazle,L2775-1C0EF471-7CFE-42DE-AC22-DBA608E10BDE
L2776,amatigatu,L2776-A638D378-7A9A-4007-AC8D-CA416F345D71
L2777,amatigatzaile,L2777-F17664AB-601F-4496-A05C-7F5E9C54BA97
L2778,amatigoa,L2778-DCE4E77C-06DC-42B0-A1D4-83E9723340D8
L2779,amatsu,L2779-2399DE55-0D8A-4258-8543-A934E27480C3
L2780,amatu,L2780-7EDFDC04-2890-4783-83EA-D6DCD8B8A45F
L2781,amatxi,L2781-79B9E6CE-4DF1-44AA-876E-6C64410C07D3
L2782,amatxo,L2782-C1E0EB29-B6D8-420D-A75A-DC0535D6C914
L2783,amatza,L2783-13B1BFB2-6708-4FEA-A729-BC2C3A384180
L2784,amatzaile,L2784-1A8F4C94-3527-4C69-98BD-171ADA088E7A
L2785,amatzako,L2785-3C21BB45-E9A2-4EFC-99F7-C70A5E0022C9
L2786,amatzar,L2786-2C7D4D4D-7AEF-4A14-AF2B-F503BDF755F4
L2787,amaxe,L2787-6A016404-D582-4627-86F3-CB1292B83EC2
L2788,amaxo,L2788-E0A39331-D57B-4CF2-A875-F7DC878DF522
L2789,hamazazpi,L2789-3004C072-4EEC-4460-9110-2492CB9D78B6
L2790,hamazazpigarren,L2790-A8C6EB0C-05AF-4E44-BC3E-0B9B439F70B4
L2791,hamazazpiko,L2791-E4C67916-EEEF-4AC6-B717-759938420510
L2792,hamazazpina,L2792-0EBABC95-E6E2-4DF2-8606-898BE64C8096
L2793,amazko,L2793-EB574E0B-19DF-4E01-ACCD-E075CEA0F22B
L2794,hamazortzi,L2794-FEC81343-29AB-4A60-A98B-02FFD5840990
L2795,amelaun,L2795-E3761621-F961-427B-B7A2-1A2491971013
L2796,amelu,L2796-F3A87CBB-A54C-4F22-AC56-A8C0F27E2DCE
L2797,ameluta,L2797-236340B5-ACA0-4741-99A9-3E25AA853DCD
L2798,amen,L2798-3E3A729E-70A9-4CB5-93A2-FA0DDBEF699C
L2799,amenazatu,L2799-3FCFC180-8A67-4BA6-8E4E-6EF2E77BDA3F
L2800,amenazo,L2800-3E0AFC9D-067C-42F1-858D-0B7D769DBF4F
L2801,amenazoka,L2801-CF39BBBC-2E38-446E-A15D-F3136B838500
L2802,ameneko,L2802-C7EB3244-EF59-4E76-86B4-A44C1B7AA4C6
L2803,amengio,L2803-29DEB256-CEFC-4A31-97CC-DC20A3B6ED07
L2804,aments,L2804-EC8DDD9C-12D8-45DC-BCA5-36E74A88CC91
L2805,amerikano,L2805-1792F508-96F5-461E-BCE1-78D818465641
L2806,amerikanotu,L2806-52A56545-1AF8-46D8-BA5A-EA0E64595035
L2807,amerikar,L2807-2FFD0B56-E040-4D10-85EA-F96F2CF29F4E
L2808,amesau,L2808-132BB105-E03A-4433-953F-AF94F8A90EA5
L2809,amesbera,L2809-135F7EEF-0F15-4F52-85B5-40C5A8F47F41
L2810,amesdun,L2810-169E6369-7E17-488C-9997-6F57DED11F01
L2811,amesgaitz,L2811-AE331CA3-48DF-4467-87B3-17C8F853511C
L2812,amesgarri,L2812-6A384A55-B15C-4044-BF3B-AE3F142EDC0B
L2813,amesgile,L2813-2A709A06-C209-4CD0-B078-B8430C760ADC
L2814,amesgin,L2814-8800F8B2-7C1F-4FE9-A7D3-38DB73B20D70
L2815,ameska,L2815-B78F465D-EF9D-463C-8E35-E621B07F1254
L2816,ameskai,L2816-170EE2E9-E070-4FB8-96CA-123BAB7DE6AD
L2817,ameskaitz,L2817-FB4B37A8-F05B-44CA-B7C9-8E70D62BFDF8
L2818,ameskeria,L2818-9EDEEEA0-BEC6-40B4-8E63-F7FB45B23474
L2819,amesketa,L2819-C8841F24-5C53-40FF-A0B1-E35B0290310D
L2820,ameski,L2820-8918023F-0B55-421B-A5C5-8A4094F9ABA1
L2821,ameskizun,L2821-0CE82D18-D4D7-4783-8776-228D504D5655
L2822,ameskoi,L2822-6421A712-489A-4273-A843-8190FB2BA5DE
L2823,ameskoikeria,L2823-34A57F59-81B4-430F-9EDF-401FEA9DEE0E
L2824,ameskor,L2824-C577E806-91C2-4509-AA54-A232ACF0916F
L2825,ameslari,L2825-54C0CB9D-F06F-4994-8343-061174D66D61
L2826,amesle,L2826-E45FACC6-321C-4D5A-A0EC-48FA708713C9
L2827,amesmen,L2827-0691091B-AA30-40BA-BB8A-22AB4E72001D
L2828,ameste,L2828-C8F30389-D7DB-4DD6-9BC2-6BBDA7DC05F5
L2829,amestegi,L2829-7D14889C-CCA0-4466-B8A3-973656AEFB10
L2830,amesti,L2830-2C74C1DF-2255-4AE0-92BB-2461F63D2DCF
L2831,amestoki,L2831-31BFD8CC-B14A-4B6E-9008-4B01A1C97199
L2832,amestu,L2832-79BB35DD-1CD2-4B38-9BCE-BE3B71211DDE
L2833,amestxo,L2833-38C430F7-09AC-4DB1-989D-E910A0A966CB
L2834,ametatu,L2834-C299BE8D-41D3-42F7-8CFD-9B0B992DE947
L2635,alukeria,L2635-691E97AD-E4BC-41BA-9741-9C3CA79BB007
L2636,aluminio,L2636-7712885D-0AAF-431E-A182-0BB9997BAEEA
L2637,aluntzio,L2637-72DDB3FA-0059-4C86-AA6D-0CB2D1900834
L2638,alxu,L2638-1C399D19-4DA6-43FD-A136-95D09544DA41
L2639,ama,L2639-E536F29A-0500-4585-A7BC-7869504D1C01
L2640,amabi,L2640-E2F05AEA-8499-4014-8A69-57D43A2EEB88
L2641,hamabi,L2641-53A20EE8-96A7-401E-8A4D-875354060C7B
L2642,hamabigarren,L2642-F8DD421F-F0C7-4D04-9B6C-27CFF2F3BE06
L2643,amabigoi,L2643-50065D52-FFF6-4065-BFC3-33BF74FE8FCF
L2644,hamabikatu,L2644-9C0421F4-6BB2-4FC2-A3D4-22D9B76017F0
L2645,hamabiko,L2645-3BD7511D-D46D-4D3C-BB0C-CA778D247627
L2646,hamabina,L2646-6377E5CB-3E44-4760-AC75-D1445201B513
L2647,hamabiraka,L2647-920E0192-2987-43AD-B7E2-8B7DF154BBB7
L2648,hamabireun,L2648-F31A5E4D-E6F3-4A65-9837-4D72A4D7A966
L2649,amabisaba,L2649-5AC76773-70A6-4498-A664-6574FE25550F
L2650,amabitxi,L2650-FF612FB2-21C3-4F58-8673-5A4CC1F9465E
L2651,hamabortz,L2651-CE9CA41A-F5A8-4564-8422-7BC105062AD5
L2652,hamabosgarren,L2652-2C7CE4B1-09C1-44A5-8B5E-02A084865705
L2653,hamaboska,L2653-118CD651-24AD-4402-BB1D-94AC9B143FB4
L2654,hamabosna,L2654-40585077-FC34-4A98-83F8-C795E87330A9
L2655,hamabosnaka,L2655-DC5E759E-87DE-47ED-9601-ABEDA5266CB8
L2656,hamabost,L2656-86FC3C69-F1DA-401B-87E4-D58BE9ECBB0E
L2657,hamabostaldi,L2657-75F007CB-E0F8-494B-850F-CAFCD893B60B
L2658,hamabostero,L2658-FBEF3312-0D1B-4A51-8568-88C9E93782D8
L2659,hamabosteroko,L2659-BD2AAFC4-F8D0-4C87-A3AB-84AE24BA4799
L2660,hamabosturren,L2660-0FC7ABB0-3F23-4536-BA5D-2E5FFE5D06A1
L2661,amabrahiraso,L2661-072AD91F-E7A5-4462-ACD9-89B563789BDE
L2662,amaera,L2662-C0534819-BF09-49A1-9570-0F9E34F22B40
L2663,amagai,L2663-F2CB5250-9D40-4473-ACBA-A8F6F4523051
L2664,amagaitu,L2664-78D68890-F903-44E0-9237-EC9CA9E4A587
L2665,amagarri,L2665-809EDF59-6E02-4D3B-AF3F-391D6C189251
L2666,amaginarreba,L2666-AEA1234E-37C5-4C62-BEF3-274EC8FEEABE
L2667,amagoi,L2667-10613EEE-542D-410A-9FAF-2C165B7C789F
L2668,amagre,L2668-9BF9876D-2FD3-4F0C-9F4B-4C781C277D95
L2669,amai,L2669-01D5A3E1-4D3D-4145-8120-1A4B4FAD61D5
L2670,amaiera,L2670-72C05D3B-FA42-4004-A2C2-8929EF1172E5
L2671,amaierazi,L2671-97A58622-3C04-4CC0-92FE-8E948A35967B
L2672,amaiezgarri,L2672-3AB86CF1-E8A5-4C8F-80C4-B1243A99E304
L2673,amaiezin,L2673-B8A20F67-FA4F-4777-9068-93A1EB67F980
L2674,amaigabe,L2674-9BA44587-0977-4AB0-81D2-97F24578B636
L2675,amaigabetasun,L2675-54D86378-69DA-4346-9C28-6933B2317776
L2676,amaigarri,L2676-AEFA28C1-9DAB-49E4-B8ED-6D3E33A18F3B
L2677,amaige,L2677-3EBE77FF-E22D-4223-99C5-89D8790E6DC3
L2678,hamaika,L2678-F0DD4983-9CBE-405F-A14A-52B72BD0243F
L2679,hamaikagarren,L2679-0BFCEB73-B0A7-4301-ABBB-AA8EC263A8DF
L2680,hamaikana,L2680-30C4D679-3771-4C13-9DEC-6CEE89759996
L2681,hamaikatxo,L2681-117121B2-CD14-45FB-899B-6B5AD9A56750
L2682,hamaiketako,L2682-23DDD878-FB5E-4651-B0FD-2ACDD7E19074
L2683,amaiki,L2683-D02FF165-7264-4991-BBFA-B15D96AF1092
L2684,amaikide,L2684-89F60A09-207C-41B1-BD3F-7EBA2359C47B
L2685,amaikor,L2685-16E13849-41E0-4AD8-9D19-8B0537A8543B
L2686,amain,L2686-5551E967-5908-4ED7-8E6D-9076D12EF0E2
L2687,amainakeria,L2687-C9D53CAC-6373-4FCF-A15C-02206175C671
L2688,amainatu,L2688-E6939260-88B3-4446-82E9-9C38EEFB745A
L2689,amainatzaile,L2689-7050288D-C969-4E52-BDED-2302A1BC4B04
L2690,amaintu,L2690-908075F6-529D-4049-B23B-0E7910D6DD28
L2691,amainude,L2691-9B4B5323-D01A-4A67-8B05-3DD0A9DD7A42
L2692,hamahiru,L2692-AA17B5C5-63ED-43CD-881D-2BF510B40605
L2693,hamahirugarren,L2693-5B1CA685-EC54-4A90-AD5F-6F281D23885E
L2694,amaita,L2694-7756945D-BEFE-413C-96AA-BF6F14A0D0F3
L2695,amaiteak,L2695-383F3582-4542-4C35-A64B-5C9022A702A6
L2696,amaitu,L2696-EF86BF30-F155-4F50-92B2-C2F1D58189EA
L2697,amaizun,L2697-769EF0A5-E43B-496E-BF3B-ED38472DF2E0
L2698,amakarako,L2698-F8D8DD09-F89A-4F85-BE09-1BFCDAEF96CA
L2699,amakatu,L2699-28D8F4A2-A4E5-46F0-AA0E-BC75CA54CF14
L2700,amakaxto,L2700-E77F1C52-E2C2-4B20-BA44-102F6994A676
L2701,amakide,L2701-492ED8AE-C391-4C33-B005-0CECE4B61DED
L2702,amako,L2702-8A9F92BD-1D41-449D-8501-1EA910074469
L2703,amakunde,L2703-15A4AE2D-1335-4115-802C-2ADA6F3EA3F0
L2704,amalagun,L2704-CA5EF694-569B-4F10-B68E-89F40FCD1271
L2705,amalatz,L2705-A145C966-AE62-4760-9550-072D65FC193E
L2706,hamalau,L2706-81077506-800F-4FD3-9261-5186573D6F62
L2707,hamalaudun,L2707-C7F65CD5-7C10-4698-BBEC-FD6B9791DA56
L2708,hamalaugarren,L2708-D15566A2-96A5-4821-B67C-AFE7242BACBB
L2709,amalaun,L2709-70622E2C-3D4D-4F35-B7FE-985980527CA5
L2710,hamalauna,L2710-215E5C31-02F2-4E20-B439-1C6F3EB9B0A8
L2711,amaldeko,L2711-A426D041-1CE3-4880-9A3D-4CEBFD166B1A
L2712,amaloka,L2712-95148A72-7466-45B6-B65D-0FFF17E54D6E
L2713,amama,L2713-571FFD1A-ABEA-4831-B0BD-F4BA212D8652
L2714,amameru,L2714-DBB4511C-59ED-4757-821E-24F035FEDF7B
L2715,amanda,L2715-5960E88F-63A6-4953-AEF6-AD2D3E62D11A
L2716,amandapide,L2716-C3F8FC87-ABE7-4837-AB01-6B0BFE4F9285
L2717,amandatu,L2717-A0AE1CDD-1FAB-4DCA-B212-7D1E000558DF
L2718,amanddi,L2718-BDBD4D6C-13F1-4F26-BC73-AB890E514F33
L2719,amander,L2719-AD290CCE-2207-473C-9385-4198DE1AD373
L2720,amanditxarko,L2720-D66480E8-AEB2-4A65-8AA9-05B22428A68C
L2721,amandre,L2721-00CADDD1-C448-42C7-BE5E-1409AA87EA1D
L2722,amandu,L2722-917D1D8D-61B9-4589-98AB-E4ADEFF0A0FC
L2723,amantal,L2723-A4F543F9-FA1B-482E-B313-056F439CEE7F
L2724,amante,L2724-91FD77F2-7869-459C-B03E-4645CD9A66F0
L2725,amantza,L2725-384E0C01-8FD6-4D1F-9432-E3CBB4724D50
L2726,amañatu,L2726-395E882D-331A-4EE9-BDE5-BDCFB3F1403D
L2727,amañi,L2727-9E2B8FDE-5D82-4F1A-83FD-C32497B3F991
L2728,amaño,L2728-4ED08130-31B5-4C91-BFCC-14DE9723946D
L2729,amaorde,L2729-9F7E24B9-E38D-4C88-B40F-26152B87F82B
L2730,hamar,L2730-E849A43C-9485-4F73-BFE4-0CD062601273
L2731,amaraun,L2731-5CB48109-99EA-488F-9EF6-4DAAD62E32FD
L2732,hamargarren,L2732-251B9E47-33B3-4E33-9552-C3F9298B7D19
L2733,hamarka,L2733-B198E621-C9D2-45AF-952D-57E0808ECD83
L2734,hamarkun,L2734-802CEACD-9B1E-436F-8947-2AA05E3C10A7
L2134,aldarrei,L2134-C2E87599-1E78-4514-8DFB-E2903FC13C7B
L2135,aldarri,L2135-CB6EB644-B7FC-43EF-A7D2-1CA57C2FE948
L2136,aldarrika,L2136-E6532DB5-F9A3-4564-BC71-E986DECEF1DD
L2137,aldarrikari,L2137-D22F84D2-697B-43C1-9439-65334C9D7DA0
L2138,aldarrikatu,L2138-09813375-AD37-4AA7-AFD9-D40997303940
L2139,aldarte,L2139-8425A39C-C03C-417D-8146-EEEECF2FE8B3
L2140,aldarteka,L2140-4C61DDB2-BF1A-46FC-888D-CD029D1D7CFD
L2141,aldartetsu,L2141-39C284E3-D38E-483B-B1F1-F42D37826647
L2142,aldaska,L2142-ADEA61DF-C350-4084-8354-61256DAB05CD
L2143,aldaskatu,L2143-7CAD2F3A-C098-484F-A952-14031484BBA4
L2144,aldaskatze,L2144-23F3BAA0-D30F-4051-80DF-3D536CD2F1AB
L2145,aldastxu,L2145-C3B88B76-F312-4D36-A704-27D280AB3C12
L2146,aldategi,L2146-56B57D69-3B2C-40FA-8D9F-F2DAA246FBD0
L2147,aldatoki,L2147-A8CF33CE-6260-4B64-ADF2-E14D5D251C32
L2148,aldats,L2148-D13ED43C-5658-4733-A3D4-003C3C607262
L2149,aldatsera,L2149-5F870570-C52C-4478-89C3-E03FCE501EB8
L2150,aldatsu,L2150-90A88674-3EB1-4076-8969-B06A8684015D
L2151,aldatu,L2151-C76E17F3-0347-4B29-B1C9-8A4E4E76E8BC
L2152,aldatuezingarri,L2152-60EF1A7C-CA73-40AD-8B8A-B8AB82A6B8B3
L2153,aldatza,L2153-5A80ECD4-E5F8-4356-90FF-F13C4285FA79
L2154,aldatzaile,L2154-C200DF00-6901-487A-A55A-F493B4DE47B0
L2155,aldatze,L2155-F316CE44-859E-4645-8C34-22EE43452F3E
L2156,aldatzeko,L2156-2B738A01-2600-4EB2-88E1-DEB90A680E7B
L2157,aldatzetasun,L2157-17ECE12E-8958-41F2-AD61-E52B7EA63AF1
L2158,aldauri,L2158-0E022B54-4743-4EA5-97A9-C5543CE323E7
L2159,aldaurke,L2159-13FBA008-91E6-4F1E-9392-9CF8F677B228
L2160,aldazale,L2160-9382A38B-A09F-48E9-89B4-403593637B53
L2161,aldazpi,L2161-9AF47232-2E59-4E9F-82F9-B3A58E91C5B6
L2162,aldazpitu,L2162-37A25A93-A603-497A-916D-AE414A0A5FF3
L2163,alde,L2163-7B2D6315-A667-4115-A971-9EE2030F6D93
L2164,aldeagoro,L2164-E553B00A-DFDA-4D1B-B800-F47010A2654F
L2165,aldearteka,L2165-B20448AA-D24E-4860-87B6-555A70A5923B
L2166,aldeartze,L2166-FAD16BD0-C6FB-47CC-B6C0-E4D17C71734C
L2167,aldeaskoan,L2167-46159228-05EA-48AE-A99F-4EC1DCBF67CC
L2168,aldeaurreratu,L2168-DBF627D5-9338-4A65-95DB-4A70554A5ED7
L2169,aldebanatu,L2169-A63728C2-FC76-42CE-B261-2EA9F74052C9
L2170,aldebanda,L2170-CE934867-217E-45C5-858A-73108586A3A6
L2171,aldebaterako,L2171-E5075ADD-C12E-4E57-8A8A-76591AE806AF
L2172,aldebateratu,L2172-3341E701-B6D0-4AA3-8503-8CB171E6D46F
L2173,aldebijau,L2173-CED12FEE-B6A2-4101-99D1-CB26BD04619F
L2174,aldedari,L2174-C592798D-410C-4789-B874-C4AC0C373AD3
L2175,aldedaride,L2175-1F2B5C66-7876-41B2-94E6-32FE1B8E2C7F
L2176,aldedun,L2176-E04A7023-CC1C-4264-BA14-3BD91580167C
L2177,aldeera,L2177-9DF06AD6-4314-4640-BF74-DA628E0E8619
L2178,aldeerri,L2178-397DF590-1A77-4EA6-ADF9-F0D70A96584A
L2179,aldegai,L2179-18D20631-2290-443E-814C-DAFCEBE4FF3E
L2180,aldegain,L2180-B9AAC408-1964-4F00-A433-1C3C235A0752
L2181,aldegita,L2181-61B2EBFC-DB2E-422A-904A-C0A58E26931B
L2182,aldegite,L2182-DC9C7776-BA3A-44D0-BF95-E7C87484A3BF
L2183,aldei,L2183-56A1FFC4-2B56-4E76-A976-5C46FD30257F
L2184,aldeido,L2184-B9A2520C-D9C1-4172-8180-15AA42A0178B
L2185,aldejo,L2185-9C532DD2-28CF-4D62-BC3D-95FC1A1E1397
L2186,aldeka,L2186-970B8633-569D-4F8B-82EE-A2A0AA93ACC1
L2187,aldekari,L2187-9D9BAFB4-381F-4AD4-B9D6-30F085C1BCB6
